date,population,admission,release
2020-06-21,103143.6016679399,1734.9113275613279,945.9067523979289
2020-06-22,103902.60624310332,1704.9113275613279,2701.378974620151
2020-06-23,103553.9794080103,2354.1688061938066,2502.629371445548
2020-06-24,103484.45574752046,2440.9307109557108,3735.9543714455476
2020-06-25,103310.43208703061,3561.041822066822,2586.96925543796
2020-06-26,103283.46339841036,2561.5005668177014,2250.125095858684
2020-06-27,103379.36552925681,2348.9946937217233,1101.592562875282
2020-06-28,104048.10099343656,1768.9946937217235,1010.5403743230934
2020-06-29,104660.19251822241,1621.6318991089286,2620.8239339007705
2020-06-30,104261.81383184687,2226.21975732914,2372.3484437046923
2020-07-01,104235.72681213797,2346.261423995806,2687.4134009696495
2020-07-02,103900.62953601885,2352.5725351069173,2510.1092051654537
2020-07-03,103645.94135080876,2255.4210199554022,1248.9425384987871
2020-07-04,104298.41983226538,1901.4210199554027,947.9425384987871
2020-07-05,105189.27331372202,1838.7960199554027,965.4425384987871
2020-07-06,105960.04987210168,1736.2190968784794,2917.038498094747
2020-07-07,105379.61430926928,2336.6029352623177,2627.7184980947463
2020-07-08,105368.34874643684,2617.9329352623176,2843.1627838090326
2020-07-09,105352.54746931868,2826.3615066908887,2675.2183393645882
2020-07-10,105277.35730331167,2600.0281733575557,2181.5314706777194
2020-07-11,105380.14693528443,2284.730193559576,970.34056158681
2020-07-12,106229.33656725721,1819.5301935595762,975.34056158681
2020-07-13,106912.52619923,1657.580193559576,3294.901167647416
2020-07-14,106418.64007362697,2801.0150420444243,2502.674244570493
2020-07-15,106474.63087110089,2559.655042044424,2692.780406186654
2020-07-16,106537.16951546479,2756.1960558981314,2590.9885039712235
2020-07-17,106407.64961641132,2464.301938251073,2435.8218373045565
2020-07-18,106397.1297173578,2425.801938251073,1017.2662817490011
2020-07-19,107215.49870719323,1835.1352715844062,1006.4607261934455
2020-07-20,107846.8954748064,1637.8574938066286,3342.7257031519707
2020-07-21,107363.51804887122,2862.5057272935715,1701.671614767237
2020-07-22,107433.1247138451,1772.7112467740913,2511.0093437049663
2020-07-23,107375.2551883428,2451.2004242632684,2945.3242787699014
2020-07-24,107279.10319530802,2850.67228573513,1933.8242787699012
2020-07-25,107418.17342449547,2071.838952401797,1080.4802616758839
2020-07-26,108222.26288445215,1885.319721632566,1012.2057861514085
2020-07-27,108687.44325349975,1585.637903450748,2909.1658677364903
2020-07-28,108021.24862254733,2242.096236784081,2496.1650507430263
2020-07-29,107975.72719420929,2451.5120864572837,2477.1585147953137
2020-07-30,107917.08076587127,2418.5120864572837,2459.0513719381706
2020-07-31,107982.79148039038,2521.4620864572835,2463.3978005095996
2020-08-01,107984.30576633806,2466.2870864572837,1079.7728005095992
2020-08-02,108666.32005228575,1761.7870864572837,1081.7728005095992
2020-08-03,109372.83433823344,1788.2870864572837,2858.622800509599
2020-08-04,108879.4152908478,2365.2037531239503,2674.247800509599
2020-08-05,108687.37124346213,2481.2287531239504,2487.031133842933
2020-08-06,108869.79386274317,2644.9082985784958,2671.7584065702054
2020-08-07,108781.76193656963,2583.2264803966773,2512.182648994448
2020-08-08,108975.47243463853,2693.1431470633443,1145.8243156611145
2020-08-09,109723.94959937407,1894.9681470633445,1100.4909823277812
2020-08-10,110334.42676410965,1711.4681470633445,2853.4576489944475
2020-08-11,109994.17059551188,2511.368147063344,3196.560823597623
2020-08-12,110089.5255380252,3291.915766110963,2499.917966454765
2020-08-13,110132.92809958616,2543.3205280157254,2553.3660184028167
2020-08-14,110200.74624556271,2621.1841643793614,2550.0602712763803
2020-08-15,110290.70250479972,2640.016530513368,1116.1158268319361
2020-08-16,111263.88098625893,2091.9609749578126,1205.5424934986027
2020-08-17,111904.73946771811,1853.4009749578127,2953.415509371619
2020-08-18,111405.94715552655,2452.503799420931,2733.566429221121
2020-08-19,111521.4392266027,2850.836278075043,2575.4870641417556
2020-08-20,111585.35986910741,2638.241039979805,2754.2213408713155
2020-08-21,111831.67359337313,2903.45886774952,2560.000271688925
2020-08-22,112071.18731763883,2799.5139959546477,1199.5002716889255
2020-08-23,112994.70104190457,2123.5139959546477,1246.5002716889255
2020-08-24,113625.88143283698,1865.3917737324257,3026.887514097273
2020-08-25,113227.08344696433,2628.0895282246333,2838.620847430607
2020-08-26,113705.61879442501,3318.089528224634,2615.465609335368
2020-08-27,113751.09128474286,2660.938099653205,2658.676720446479
2020-08-28,113955.51933061627,2863.104766319872,2741.6100537798125
2020-08-29,114007.41404315628,2793.504766319872,1145.6100537798131
2020-08-30,115074.80875569634,2213.004766319871,1185.2767204464799
2020-08-31,115959.70346823642,2070.1714329865376,3211.943387113146
2020-09-01,115426.93151410982,2679.171432986538,3056.2815513643536
2020-09-02,115180.99289331654,2818.226988542094,2844.7846569544163
2020-09-03,115246.96078045975,2910.752544097649,2956.083811288454
2020-09-04,115167.90382616538,2879.015229087078,2940.7221833814774
2020-09-05,115127.39687187098,2901.115229087078,1248.6221833814775
2020-09-06,115961.88991757655,2083.115229087078,1234.5221833814776
2020-09-07,116518.73296328215,1791.3652290870782,1110.1927855066253
2020-09-08,117275.81213649664,1868.2636942582703,3329.734521043815
2020-09-09,116611.34130971109,2665.263694258271,3107.167854377149
2020-09-10,116245.4371495922,2741.263694258271,2820.577450336745
2020-09-11,116208.79511068545,2782.4931037376796,2750.5774503367447
2020-09-12,116184.6530717787,2727.7687447633216,1154.0774503367445
2020-09-13,117150.17769953862,2119.6020780966546,1146.2569375162318
2020-09-14,117856.65104524723,1845.5121014066783,3239.682478641773
2020-09-15,117174.72049485195,2558.6519282465047,2835.4158119751064
2020-09-16,117175.12327779003,2835.8185949131716,2921.9158119751064
2020-09-17,116949.0260607281,2695.8185949131716,2816.4515262608206
2020-09-18,116855.0002722376,2722.8900234846,2763.0260683853626
2020-09-19,116771.11422733682,2679.1400234846,1150.0260683853624
2020-09-20,117715.97818243608,2095.6400234846,1174.6760683853624
2020-09-21,118367.9330466262,1826.6309325755092,3141.3427350520296
2020-09-22,117820.72124414971,2594.1309325755087,2824.412179496474
2020-09-23,117637.88444167316,2642.4087103532866,2912.7868563438774
2020-09-24,117290.36558001526,2568.7509492314293,2742.040778631267
2020-09-25,117120.47032181919,2572.145520435206,2632.2074452979336
2020-09-26,117292.40839695647,2804.145520435206,1212.2074452979334
2020-09-27,118119.84647209376,2039.6455204352064,1181.8702359956078
2020-09-28,118691.85431467288,1753.1881560941215,3358.3732959711283
2020-09-29,118079.19549058538,2745.714471883595,2891.3732959711283
2020-09-30,117850.53666649782,2662.7144718835943,3026.156629304462
2020-10-01,117897.97784241028,3074.1747282938513,3087.85459800243
2020-10-02,117580.66910157283,2772.0198831390057,2612.870851779684
2020-10-03,117370.86790053734,2512.6303443962856,1192.098212098443
2020-10-04,118012.06669950185,1832.6303443962859,1031.368537301695
2020-10-05,118533.85492936066,1553.6767671605137,2743.7570221501796
2020-10-06,118136.014674371,2344.9167671605132,3190.423688816846
2020-10-07,117832.84108604798,2887.2501004938467,2556.2986888168466
2020-10-08,117734.91749772498,2458.3751004938467,2512.298688816846
2020-10-09,117656.993909402,2434.3751004938467,2332.0986888168463
2020-10-10,117744.82032107902,2419.925100493847,1079.0153554835133
2020-10-11,118465.896732756,1800.75843382718,1091.43202215018
2020-10-12,119050.22314443301,1605.426358355482,2130.3585122182785
2020-10-13,118905.7205339295,2003.733370158273,2751.1517859693085
2020-10-14,118713.05074686446,2604.31227005412,2715.8849728007726
2020-10-15,118445.50152717535,2451.3857531116455,2457.893306134106
2020-10-16,118433.54754558146,2445.939324540217,2674.628154618954
2020-10-17,118102.85871550275,2343.939324540217,1122.1018388294806
2020-10-18,118674.00321875732,1693.2463420840768,955.6018388294805
2020-10-19,119298.24772201195,1578.9463420840766,2634.079616607258
2020-10-20,118995.32555859987,2331.157453195188,2486.6212832739243
2020-10-21,118816.19506185445,2308.157453195188,2526.0101721628134
2020-10-22,118874.5009686178,2581.8873609774637,2594.840684983327
2020-10-23,118736.43815743248,2459.0278737979766,2589.62098801363
2020-10-24,118706.76928564109,2560.9369647070675,1219.1058364984783
2020-10-25,119209.60041384964,1721.9369647070678,1117.1058364984783
2020-10-26,119590.43154205824,1497.9369647070675,2818.092322984965
2020-10-27,119043.48789549206,2271.14867641878,2713.5923229849645
2020-10-28,118656.04424892589,2326.14867641878,2784.1728785405207
2020-10-29,118098.80893569303,2226.9375653076686,2534.1122724799143
2020-10-30,117878.69267007921,2316.723279593383,2519.5062118738538
2020-10-31,117684.5764044654,2325.3899462600493,1030.2478936645373
2020-11-01,118319.82200616358,1666.4762539833803,1024.030652285227
2020-11-02,119004.16760786173,1708.3762539833804,2610.630652285227
2020-11-03,118514.84654289324,2107.4825039833804,2237.443152285227
2020-11-04,118317.75464459136,2041.8512539833807,2254.443152285227
2020-11-05,118217.66274628948,2151.8512539833805,2470.1098189518934
2020-11-06,118224.95180036861,2477.3988730309993,2543.949562541637
2020-11-07,118196.66393137081,2516.642462774589,1076.0136651057396
2020-11-08,118945.75106237295,1825.1007961079226,1095.2136651057394
2020-11-09,119407.63819337514,1548.3076472278174,2676.2218203006396
2020-11-10,118961.15475842873,2230.647476263293,2650.2698000986193
2020-11-11,118755.39354570452,2444.5085873744033,1241.7698000986193
2020-11-12,119256.13233298027,1742.5085873744038,2602.5198000986193
2020-11-13,118904.87112025608,2251.7085873744036,2601.403133431953
2020-11-14,118785.30990753188,2481.841920707737,1106.9031334319525
2020-11-15,119374.74869480765,1696.3419207077368,1042.6531334319525
2020-11-16,119776.31248208343,1444.2169207077368,2764.653133431953
2020-11-17,119094.60960269257,2082.95025404107,2518.653133431953
2020-11-18,118818.90672330168,2242.95025404107,2496.153133431953
2020-11-19,118455.70384391081,2130.030623884598,2689.1677461307763
2020-11-20,118246.08859760755,2476.6960404973834,2430.1900746794204
2020-11-21,118157.03395736493,2341.1354344367774,1115.1900746794201
2020-11-22,118789.81265045558,1747.9687677701106,1071.1900746794204
2020-11-23,119184.59134354629,1453.285840940842,2704.874715359819
2020-11-24,118710.51838422436,2150.3489258492023,2590.563394605102
2020-11-25,118188.8337896823,2064.855867246501,2520.4862197558346
2020-11-26,117543.28166714712,1874.9340972206612,886.9862197558342
2020-11-27,117908.22954461192,1251.9340972206617,1484.8195530891676
2020-11-28,118774.42742207675,2350.0840972206615,731.5309148268452
2020-11-29,119163.83164874795,1125.882509919074,528.4782832478976
2020-11-30,119802.23587541911,1060.8825099190742,2971.0195545339757
2020-12-01,118747.82559532048,1910.0229107989614,2538.8608424127633
2020-12-02,118322.42326976729,2113.4230438865948,2415.4368559262766
2020-12-03,118192.71238565554,2211.98988705804,2396.892193038363
2020-12-04,117905.01000594528,2142.8091937148283,2576.539375025954
2020-12-05,117809.36787494866,2440.537869029294,1086.0364815074354
2020-12-06,118361.50352172978,1638.1721282885528,995.911481507435
2020-12-07,118945.26416851088,1578.6872798037043,2777.858451204405
2020-12-08,118257.02178498897,2089.6160676824925,2496.4013616521665
2020-12-09,117900.78872982526,2140.168306488463,2495.1229302796173
2020-12-10,117550.9615570145,2145.795757468855,2643.622930279617
2020-12-11,117224.13438420372,2316.7957574688553,2387.400708057395
2020-12-12,117021.1405447263,2185.0735352466327,1136.2614223431092
2020-12-13,117504.07646715365,1619.997344770442,981.186422343109
2020-12-14,117887.13738958097,1363.5806781037752,2707.6447556764424
2020-12-15,117160.23997867496,1984.747344770442,2608.1447556764424
2020-12-16,116630.342567769,2079.747344770442,2547.4327991547034
2020-12-17,116061.6470799399,1943.6393987119236,2736.225677071421
2020-12-18,115539.71179747564,2212.3163686331277,2707.997863218606
2020-12-19,115152.2513526737,2320.5374184166776,1114.03119655194
2020-12-20,115792.09090787177,1753.8707517500109,1049.142307663051
2020-12-21,116408.93046306986,1665.231862861122,2896.93351645426
2020-12-22,115662.17432229721,2164.8023756816347,2598.57875936924
2020-12-23,115154.39793860965,2090.8023756816347,2437.2363351268154
2020-12-24,114529.35488825536,1812.193284772544,1601.5363351268156
2020-12-25,114252.91183790106,1327.7932847725438,785.514112904593
2020-12-26,114595.96878754678,1128.5710625503216,869.514112904593
2020-12-27,115123.02573719254,1396.5710625503216,784.014112904593
2020-12-28,115812.08268683827,1470.118606959935,2296.270571625048
2020-12-29,115526.6158543342,1999.315102757354,1235.009618395271
2020-12-30,115734.63722862337,1532.7721691550087,1211.750794865859
2020-12-31,116059.6586029125,1536.7721691550087,1212.750794865859
2021-01-01,116381.17997720164,1534.2721691550087,1212.750794865859
2021-01-02,116702.70135149079,1534.2721691550087,1212.750794865859
2021-01-03,117285.22272577997,1549.283038720226,306.73824943637834
2021-01-04,117607.20016553822,629.2156891946539,3429.166310069213
2021-01-05,116799.32240898527,2768.1654379383717,2394.8467659198946
2021-01-06,116548.55868752004,2143.5840283192833,2475.1487139718424
2021-01-07,116840.38621949832,2766.476245950137,2825.8598250829536
2021-01-08,116551.21375147662,2536.6873570612483,2649.6764917496207
2021-01-09,116587.12461678828,2688.204023727915,1177.8739664970954
2021-01-10,117216.81325987766,1807.5626095865014,995.908449255716
2021-01-11,117850.46742020846,1629.5626095865011,2709.7632188162734
2021-01-12,117549.29682169679,2427.5711840773906,2599.575115922383
2021-01-13,117521.15955651845,2571.4378507440574,2647.694264429243
2021-01-14,117444.14103629575,2569.992128387318,2638.8126288080534
2021-01-15,117307.16542036345,2503.332062380717,2626.415521450259
2021-01-16,117635.68980443118,2953.9399055179724,1199.8044103391483
2021-01-17,118491.71418849888,2055.8287944068616,1102.4960770058149
2021-01-18,119032.4135725666,1643.1954610735281,1179.3294103391481
2021-01-19,119513.61295663434,1660.5287944068614,3061.6865531962912
2021-01-20,119033.23495974965,2581.308556311623,3111.6627436724816
2021-01-21,118440.19462520264,2519.1224091254753,2744.530487118174
2021-01-22,117966.06588324209,2538.0468005112434,2543.8422091384427
2021-01-23,117988.43714128158,2566.2134671779104,1134.682209138443
2021-01-24,118735.38839932103,1882.1334671779107,1087.5155424717764
2021-01-25,119276.5063240272,1628.6334671779105,2961.8905424717764
2021-01-26,118690.2492487333,2375.6334671779105,2559.5810186622525
2021-01-27,118639.08792913302,2509.383984776254,2782.378637709872
2021-01-28,118247.55160953278,2390.842318109587,2549.4247915560254
2021-01-29,118098.72362326577,2403.00065144292,2656.5945107257444
2021-01-30,118065.30039890361,2624.597212289481,1150.5204366516705
2021-01-31,118750.87717454141,1836.0972122894818,1037.5204366516707
2021-02-01,119341.95395017923,1628.5972122894818,3112.6258288085332
2021-02-02,118657.84200032687,2429.3888789561474,2439.229974376818
2021-02-03,118640.99694236634,2434.961600067189,2769.3666580276813
2021-02-04,118615.15188440584,2745.9616000671886,2356.6399913610153
2021-02-05,118625.1401597787,2357.961600067189,2600.278880249904
2021-02-06,118590.53676848488,2565.6754889560775,1174.0288802499047
2021-02-07,119297.78337719104,1881.2754889560783,1066.5288802499044
2021-02-08,119738.52998589723,1507.2754889560783,2979.827730824617
2021-02-09,119197.14441069534,2438.442155622744,2699.0197943166804
2021-02-10,119037.91478787441,2539.7901714957607,2612.186460983347
2021-02-11,118848.55183172016,2422.823504829094,2469.186460983347
2021-02-12,118627.18887556592,2247.823504829094,2301.1150324119185
2021-02-13,118699.08782417355,2373.01398101957,1040.9355452324317
2021-02-14,119342.2829266274,1684.130647686237,1087.268878565765
2021-02-15,119548.14469574785,1293.7973143529034,1275.4355452324314
2021-02-16,119688.9588458207,1417.2496953052846,2133.9355452324317
2021-02-17,119442.26823398878,1884.744933400523,2266.0472265380836
2021-02-18,119154.64400790019,2014.781755409814,2259.793644897094
2021-02-19,118848.45850730181,1944.6081442987029,2674.460311563761
2021-02-20,118842.10634003673,2668.1081442987024,1046.8936448970942
2021-02-21,119649.22083943838,1854.9081442987028,1095.793644897094
2021-02-22,120242.33533883997,1674.5512399271074,3019.386721737733
2021-02-23,119906.11467409339,2682.2017712768757,3029.5097376107487
2021-02-24,119684.80115220399,2808.19621572132,3053.6966423726535
2021-02-25,119544.44477317166,2912.2103094233166,2872.421115501515
2021-02-26,119535.03751595438,2866.994056303994,2999.747467367471
2021-02-27,119405.28410489087,2869.994056303994,1208.132082752087
2021-02-28,120276.45377075048,2082.244056303994,1165.0743904443946
2021-03-01,120864.62343661008,1753.244056303994,3439.002495019558
2021-03-02,119947.65335887994,2612.4376460475837,2989.407723777728
2021-03-03,119690.6832811498,2732.4376460475833,3165.622009492013
2021-03-04,119481.85606056252,2956.794788904727,3228.8347594308666
2021-03-05,119058.06073201996,2994.65354287929,3045.964022936969
2021-03-06,118863.23510044714,2851.3050580308045,1320.130689603635
2021-03-07,119633.40946887434,2090.305058030805,1125.130689603635
2021-03-08,120362.58383730151,1854.3050580308047,3272.130689603635
2021-03-09,119783.92487239532,2693.471724697471,3838.222526338329
2021-03-10,119491.3347850402,3545.6324389831852,1930.9516930049954
2021-03-11,119535.99469768506,1972.6926867309337,3080.4713490246513
2021-03-12,119346.38090025618,2890.857551595798,2769.3473652848133
2021-03-13,119368.30775323385,2789.286563941477,1449.980395207392
2021-03-14,120025.71352439522,2102.5111663687635,1266.3185770255739
2021-03-15,120428.76237247964,1668.7007584433552,3095.957465914463
2021-03-16,119791.7278872308,2460.700758443355,3048.2409255104217
2021-03-17,119556.87940676657,2813.8924450462255,3126.343567786845
2021-03-18,118987.46385313166,2552.8276067762736,3027.526886826296
2021-03-19,118684.75701161793,2724.82004531258,2808.571013998158
2021-03-20,118814.57775310669,2938.3917554868926,1390.2948945951737
2021-03-21,119546.47312146108,2122.1902629495794,1142.2948945951732
2021-03-22,120287.36848981546,1883.1902629495794,3280.6964097466885
2021-03-23,119672.65022180624,2665.9781417374575,2975.4464097466885
2021-03-24,119448.18195379702,2751.4781417374575,3089.8214097466885
2021-03-25,119210.83868578778,2850.5181417374574,3043.9444043990948
2021-03-26,118871.11551581776,2704.2212344290797,2910.402737732428
2021-03-27,118854.64234584774,2894.9295677624127,1274.9027377324285
2021-03-28,119724.16917587772,2144.429567762413,1268.3510135944973
2021-03-29,120260.92014383874,1806.0847401762064,3238.4052007866153
2021-03-30,119632.67111179976,2611.090059325142,3001.1669893871403
2021-03-31,119462.20881542891,2836.6257456478506,2963.0880420187186
2021-04-01,119217.74651905806,2718.6257456478506,3234.5655420187195
2021-04-02,118704.24255602049,2779.2715789811837,2357.704113447291
2021-04-03,118922.40525964965,2575.866817076422,1338.9541134472913
2021-04-04,119609.56796327878,2026.1168170764229,1175.9541134472909
2021-04-05,120289.7306669079,1856.1168170764229,3245.704113447291
2021-04-06,119859.14337053703,2815.116817076422,3174.704113447291
2021-04-07,119586.55607416616,2902.116817076422,3260.0652245584024
2021-04-08,119283.94100001753,2957.4501504097557,3166.5652245584015
2021-04-09,119088.6592592022,2971.2834837430887,2921.13665312983
2021-04-10,119223.04418505357,3055.521578981184,1397.636653129831
2021-04-11,119859.42911090494,2034.0215789811848,1242.4937959869733
2021-04-12,120582.24260818485,1965.3072932668993,3262.2190212121986
2021-04-13,119871.51106041973,2551.4874734470786,3160.2190212121986
2021-04-14,119623.77951265458,2911.487473447078,3015.2190212121986
2021-04-15,119401.67296488948,2793.112473447078,3047.9690212121986
2021-04-16,119154.31641712438,2800.612473447078,2942.5959393694147
2021-04-17,118715.8138919229,2854.818661735795,1231.3211869372456
2021-04-18,119491.8113667215,2007.3186617357958,1232.464044080103
2021-04-19,120105.38027009144,1846.0329474500813,3183.8917170360774
2021-04-20,119667.94917346143,2750.385511552645,2965.0275971936553
2021-04-21,119504.57785705118,2801.6562807834143,3051.5990257650838
2021-04-22,119308.3493977838,2856.227709354843,3074.1918121865833
2021-04-23,118894.0058395065,2661.3482539092984,2644.025145519917
2021-04-24,119037.32894789589,2786.3482539092984,1419.5251455199173
2021-04-25,119565.65205628528,1947.848253909299,1217.6373904178765
2021-04-26,120075.37312385831,1730.3788661541967,3311.110179533522
2021-04-27,119452.14181047898,2685.124089731432,3126.4644817015437
2021-04-28,119370.47757027042,3042.228812921521,3207.05042622493
2021-04-29,118986.77449768675,2827.167921017167,3024.998930277041
2021-04-30,118764.83762350793,2819.0439360529494,3013.6954994972775
2021-05-01,118802.92617305799,3053.4422411376954,1225.389326331549
2021-05-02,119634.03699432292,2058.4979204250003,1175.3870991600568
2021-05-03,120311.14781558789,1852.497920425,3420.5299563029134
2021-05-04,119624.15546224965,2732.7042696313492,3087.361416977071
2021-05-05,119313.02827745075,2779.689288357941,3023.3691047357934
2021-05-06,119205.71688212553,2916.057709410573,2996.924660291349
2021-05-07,119144.40548680029,2935.6132649661286,2748.924660291349
2021-05-08,119432.59409147507,3037.1132649661286,1309.7246602913497
2021-05-09,120219.18269614983,2096.3132649661293,1230.2246602913497
2021-05-10,120655.77130082465,1666.8132649661286,3417.224660291349
2021-05-11,119979.35990549941,2740.8132649661284,2940.724660291349
2021-05-12,119886.69851017419,2848.0632649661284,3103.724660291349
2021-05-13,119675.92600373788,2892.952153855017,2929.091326958016
2021-05-14,119732.37849730151,2985.5200109978746,3076.424660291349
2021-05-15,119735.24765753187,3080.293820521684,1318.757993624683
2021-05-16,120452.32681776222,2034.8371538550175,1218.757993624683
2021-05-17,121136.40597799253,1902.8371538550175,3468.757993624682
2021-05-18,120568.31847155617,2900.6704871883508,3033.5913269580155
2021-05-19,120491.8142984532,2956.253820521684,3230.168250034939
2021-05-20,120221.47679201687,2960.7538205216842,3134.834184100873
2021-05-21,119777.6392855805,2990.2538205216842,2804.1384423426316
2021-05-22,119914.60658683653,2973.063435906299,1260.096134650324
2021-05-23,120831.40722142582,2176.896769239633,1292.5961346503238
2021-05-24,121468.7078560151,1929.896769239633,3402.7101697380426
2021-05-25,120934.85936779743,2867.890252948906,3178.721992398141
2021-05-26,120805.84388450578,3049.706509106541,3187.3396394569654
2021-05-27,120593.76957768481,2975.2653326359527,3257.8396394569645
2021-05-28,120277.6952708638,2942.2653326359527,2941.6679527099773
2021-05-29,120312.32578331986,2976.298465166073,1272.1679527099775
2021-05-30,121260.28962910933,2221.131798499407,1264.1679527099775
2021-05-31,121898.25347489877,1902.1317984994075,1390.1679527099775
2021-06-01,122555.71732068816,2046.2856446532537,3922.9179527099773
2021-06-02,121813.84783314427,3181.048465166073,3538.2512860433103
2021-06-03,121313.81167893371,3038.2151318327396,3362.977601832784
2021-06-04,121060.30184051258,3112.162500253792,3172.2556720082225
2021-06-05,121058.04200209152,3181.2458335871256,1331.2723386748896
2021-06-06,121936.94883033707,2211.0791669204596,1270.3598386748897
2021-06-07,122493.91815858266,1827.32916692046,3263.180351495402
2021-06-08,122176.88748682821,2928.8496797409716,3354.751026600887
2021-06-09,121833.68909355481,3167.065291555318,3380.5136848287357
2021-06-10,121575.74070028139,3122.065291555318,3166.5136848287357
2021-06-11,121572.79230700797,3157.197367027016,2862.3470181620687
2021-06-12,121769.17724706787,3044.91251377754,1280.9793711032457
2021-06-13,122636.07934399055,2147.131468025907,1545.2293711032457
2021-06-14,123006.73144091322,1914.2148013592403,3344.2664675406963
2021-06-15,122688.09369245972,2960.602460583804,3084.219075250447
2021-06-16,122599.82734423297,3005.70689369038,3317.4732419171137
2021-06-17,122305.56099600624,3023.20689369038,3344.18035215847
2021-06-18,122216.8210665662,3256.4384657712676,2769.845061877975
2021-06-19,122294.08113712618,2847.105132437934,1265.8450618779752
2021-06-20,123161.84120768614,2133.6051324379346,1211.9689935019069
2021-06-21,123805.65683380168,1855.7846196174214,3398.3023268352395
2021-06-22,123345.47245991716,2938.117952950755,4048.881274203661
2021-06-23,122810.7617702432,3512.174960897317,3108.881274203661
2021-06-24,123067.05108056926,3006.713441672559,3179.9479408703273
2021-06-25,122900.74039089524,3013.6372511963687,3020.7812742036604
2021-06-26,123108.99636788797,3229.037251196368,1315.2812742036613
2021-06-27,124063.41901154736,2269.7039178630357,1333.947940870328
2021-06-28,124765.84165520674,2035.8705845297027,3881.114607536994
2021-06-29,123923.26429886611,3036.937251196368,4472.714607536994
2021-06-30,123648.62027585883,4198.070584529701,3240.3812742036603
2021-07-01,123446.97625285151,3038.4039178630346,3647.381274203661
2021-07-02,122917.66556317758,3118.0705845297016,3305.0479408703272
2021-07-03,122748.1048735036,3135.487251196368,1413.0479408703281
2021-07-04,123637.04418382962,2301.987251196369,1375.5479408703281
2021-07-05,124376.4834941557,2114.987251196369,1432.3812742036614
2021-07-06,124964.9228044817,2020.8205845297025,3619.8812742036603
2021-07-07,124368.61211480777,3023.5705845297016,3433.8812742036603
2021-07-08,124066.30142513382,3131.5705845297016,3330.603496425883
2021-07-09,123797.4351799043,3061.7372511963686,3150.77016309255
2021-07-10,123863.73560134144,3217.7372511963686,1293.436829759217
2021-07-11,124732.03602277862,2161.737251196369,1351.4368297592168
2021-07-12,125232.33644421576,1851.737251196369,3227.27016309255
2021-07-13,124882.6368656529,2877.570584529702,3205.77016309255
2021-07-14,124996.43728709006,3319.570584529702,3385.27016309255
2021-07-15,124628.7377085272,3017.570584529702,3365.103496425883
2021-07-16,124295.37146329768,3031.7372511963686,2946.815284637671
2021-07-17,124427.71617377913,3079.1599951191124,1335.8152846376718
2021-07-18,125354.06088426057,2262.159995119113,1376.3152846376715
2021-07-19,125831.90559474203,1854.1599951191129,3391.565284637671
2021-07-20,125379.16697189011,2939.576661785779,3352.315284637671
2021-07-21,125267.92834903824,3241.576661785779,3293.481951304338
2021-07-22,124900.85639285302,2926.4099951191124,3114.481951304338
2021-07-23,124766.28443666779,2979.9099951191124,2919.731951304338
2021-07-24,124862.46248048257,3015.9099951191124,1333.0268230992103
2021-07-25,125691.0507807076,2161.615123324241,1301.8601564325436
2021-07-26,126259.97241426597,1870.7817899909078,3277.0268230992097
2021-07-27,125713.56071449097,2730.615123324241,3185.2768230992097
2021-07-28,125563.14901471602,3034.8651233242404,3061.3601564325427
2021-07-29,125449.23731494106,2946.781789990907,3086.280156432543
2021-07-30,125283.49228183275,2924.3751233242406,3133.3194088764767
2021-07-31,125310.59658742484,3163.359884681342,1413.5889124225762
2021-08-01,126586.3675596836,2274.122381571914,1448.073734588854
2021-08-02,127142.12781762313,1999.9173258617054,3543.8862345888533
2021-08-03,126531.783908896,2933.5423258617047,4287.886234588855
2021-08-04,125940.44000016882,3693.5576913326786,3289.244942590802
2021-08-05,125827.71985381792,3176.0247962398903,3385.219942590802
2021-08-06,125750.24970746701,3314.3997962398903,3117.536609257468
2021-08-07,125980.7795611161,3348.0664629065573,1541.0366092574684
2021-08-08,126700.30941476519,2260.5664629065573,1512.0366092574684
2021-08-09,127165.83926841427,1977.5664629065573,3624.869942590801
2021-08-10,126484.36912206335,2943.3997962398903,3359.2032759241356
2021-08-11,126309.23230904578,3184.733129573224,3428.369942590801
2021-08-12,125915.98438491712,3035.122018462113,3351.369942590802
2021-08-13,125625.23646078842,3059.955351795446,3218.369942590801
2021-08-14,125637.82186999306,3230.955351795446,1402.3699425908017
2021-08-15,126441.40727919771,2205.0553517954463,1460.3699425908017
2021-08-16,126901.99268840234,1920.9553517954462,3597.022484963683
2021-08-17,126068.69956653353,2765.695464789796,3226.988586658598
2021-08-18,125877.40644466475,3035.695464789796,3217.863586658598
2021-08-19,125619.36332279592,2959.733926328258,3178.0408402072057
2021-08-20,125451.38056383625,3010.05808124753,3069.0408402072057
2021-08-21,125626.2311382099,3243.891414580863,1414.0408402072057
2021-08-22,126449.08171258359,2236.8914145808635,1403.7075068738725
2021-08-23,126949.43228695724,1903.0980812475302,4335.119109661328
2021-08-24,126178.9029252101,3564.589747914197,3172.119109661329
2021-08-25,126081.37356346297,3074.5897479141963,3173.452442994662
2021-08-26,125783.06642393806,2863.306555823801,3236.081715833741
2021-08-27,125760.58128741872,3217.5149466613634,3158.684890436916
2021-08-28,125731.56894001507,3135.6657403121567,1359.2321417698815
2021-08-29,126735.55659261142,2362.4005887970056,1322.8534829727446
